Domaine	Title	Nb_words_title	Text	Nb_words_text	Tag	URL
france	RÉGIONALES EN HAUTS-DE-FRANCE : XAVIER BERTRAND RESTE EN TÊTE DES INTENTIONS DE VOTE	13	Vers une nouvelle victoire pour Xavier Bertrand ? La tête de liste pour les Républicains et l'UDI reste en tête des intentions de votes pour les élections régionales du 20 et 27 juin prochain, selon un sondage Opinionway réalisé pour CNEWS et dévoilé ce 7 juin. Le président de la région sortant augmente même très légèrement son avance par rapport à la semaine dernière, puisqu'il est crédité de 34% des intentions de vote, prenant une très courte avance de 3 points sur son principal rival, à savoir Sébastien Chenu pour le Rassemblement national. Ce dernier a perdu un point par rapport à la précédente enquête CNEWS/Opinionway.  Derrière ce duel, deux candidats semblent en mesure de pouvoir atteindre les 10%, synonyme de qualification pour le deuxième tour. La tête de liste Karima Delli, soutenue par la France Insoumise, le Parti communiste, le Parti socialiste et Europe Ecologie - Les Verts, pourrait obtenir 17% des voix, soit le même score qui avait été observé lors du précédent sondage. Laurent Pietraszewski, qui mène la liste de la majorité présidentielle, gagne, lui, un point pour atteindre les 12% d'intentions de vote. L'intervention de plusieurs ministres dans la campagne de celui-ci n'aura pas permis de drastiquement changer la donne.  Trois listes restent en dessous de la barre fatidique des 10 % : Eric Pecqueur pour Lutte ouvrière avec 2%, José Evrard pour Debout la France avec 3% et Alexandre Audric pour le parti des Citoyens européens avec 1%.  À noter que Xavier Bertrand domine pour le moment les débats grâce à sa popularité chez les 65 ans et plus : 53% de ces derniers disent vouloir voter pour le candidat à la prochaine présidentielle, contre seulement 12% des moins de 35 ans. Ses opposants Karima Delli et Sébastien Chenu, comptent respectivement 29% et 40% des intentions de vote chez les plus jeunes.  Au second tour, en cas de quadrangulaire, les chiffres évoluent peu en raison des très faibles chiffres réalisés par les plus petits partis. Ainsi, d'après le baromètre Opinionway, Karima Delli et Laurent Pietraszewski obtiendraient le même score qu'au premier tour. Seuls Xavier Bertrand et Sébastien Chenu progresseraient de 3 points chacun. Le premier sortirait donc vainqueur avec 37% des voix contre 34% pour le second.  Si Laurent Pietraszewski ne parvient pas à se qualifier pour le deuxième tour, la majorité des voix semblent se reporter en direction de Xavier Bertrand. Celui-ci est ainsi crédité de 47% des intentions de vote dans un tel scénario, quand Sébastien Chenu reste à 34%. Il ne reste plus que deux semaines aux candidats pour consolider ou renforcer leurs soutiens avant la tenue du premier tour. 	444	BAROMÈTRE CNEWS/OPINIONWAY	https://www.cnews.fr/france/2021-06-07/regionales-en-hauts-de-france-xavier-bertrand-reste-en-tete-des-intentions-de-vote
france	LÉGISLATIVES PARTIELLES : DEUX DÉFAITES POUR LE RASSEMBLEMENT NATIONAL, LA MINISTRE BRIGITTE BOURGUIGNON ÉLUE	14	Quatre scrutins qui avaient la forme de tests à quelques semaines des élections régionales et départementales. Ce 6 juin, des élections législatives partielles avaient lieu en France. Étaient concernés le Pas-de-Calais, l'Oise, Paris et l'Indre-et-Loire. Dans la sixième circonscription du Pas-de-Calais, la ministre Brigitte Bourguignon (LREM) avait la lourde tâche d'amener la première victoire du parti présidentiel dans une législative partielle depuis le début du quinquennat. C'est chose faite puisqu'elle a défait Marie-Christine Bourgeois (RN) au deuxième tour avec près de 62% des bulletins d'après les résultats dévoilés par la préfecture. Dans l'Oise, qui votait pour élire le remplaçant d'Olivier Dassault, mort dans un accident d'hélicoptère en mars dernier, le suspens était minime. Arrivé en tête au premier tour avec 58,44% des voix, Victor Habert-Dassault, neveu du précédent député, était grandissime favori. Il a remporté cette élection avec 80,41%% des voix face à Claire Marais-Beuil (RN). Deux échecs en autant de possibilités donc pour le Rassemblement national ce 6 juin.   À Paris, les débats se situaient à gauche. Lamia El Aaraje (PS) affrontait Danielle Simonnet (LFI) dans un deuxième tour plus serré au sein de la quinzième circonscription. Aucune des deux n'avait obtenu le soutien officiel de l'écologiste Antoinette Guhl. Avec 18,42% des voix au premier tour, elle aurait pu être la «faiseuse de reine» dans cette élection. Au final, c'est Lamia El Aaraje qui l'emporte avec 56,56% des voix.  Enfin, dans l'Indre-et-Loire, c'est Sophie Métadier (UDI-LR), avec 62,9% des voix, qui remporte la mise face à Murielle Riolet (PS). Elle remplacera Sophie Auconie (UDI), contrainte de quitter son poste à cause de problèmes de santé. Reste à savoir si elle conservera son siège dans un an, lors des prochaines élections législatives en juin 2022.  À noter que ces scrutins ont été marqués par une abstention massive. Comme l'explique France 3 Centre Val de Loire, moins d'un quart des électeurs se sont déplacés pour aller voter. Difficile cependant de savoir si ce désintérêt pour les législatives se ressentira également dans les prochaines élections à venir les 20 et 27 juin prochains. 	346	POLITIQUE	https://www.cnews.fr/france/2021-06-06/legislatives-partielles-deux-defaites-pour-le-rassemblement-national-la-ministre
france	NOMBRE DE PERSONNES EN RÉANIMATION, NOMBRE DE DÉCÈS À L'HÔPITAL, RÉGIONS TOUCHÉES... LE CORONAVIRUS EN CHIFFRES ET EN CARTE	19	Le point sur le coronavirus en chiffres. Combien la France compte-t-elle de personnes en réanimation chaque jour ? Combien de décès à l'hôpital depuis le début de l'épidémie ? Quelles sont les régions les plus touchées ? Réponses avec les chiffres fournis par Santé publique France. Au dimanche 6 juin, la France compte 2.527 personnes en réanimation ou en soins intensifs pour Covid-19.  Observer la courbe permet de voir que ce nombre a connu un pic le 8 avril 2020. Ce jour-là, 7.019 personnes étaient en «soins critiques». Cet indicateur a ensuite connu une diminution continue, avant de stagner à la fin du mois de juillet, puis de réaugmenter début septembre. A partir du 11 octobre 2020, la hausse a été exponentielle, atteignant un nouveau pic le 16 novembre (4.903 personnes en réanimation). La courbe est ensuite repartie à la baisse durant un mois, avant de stagner. Elle est remontée à partir de la mi-janvier 2021. Le pic de la deuxième vague a été dépassé le 29 mars. Cet indicateur s'est stabilisé mi-avril, avant de baisser depuis la fin avril. Attention, les données présentées ici prennent en compte uniquement les décès liés au Covid-19 qui ont eu lieu à l'hôpital. Les victimes dans les établissements médico-sociaux, dont les Ehpad, et celles qui sont décédées à domicile sont à rajouter à ce triste bilan. A noter que l'augmentation brusque du 18 septembre dernier a été causée par les dossiers qui n'avaient pas été transmis par un hôpital de l'Essonne, et qui sont venus augmenter les chiffres selon Santé publique France. En étudiant les données de mortalité par sexe, on peut voir que les hommes sont beaucoup plus touchés par le coronavirus que les femmes.  En reprenant les chiffres du nombre de décès et y ajoutant la répartition par région, on peut constater une inégalité entre les territoires. L'Ile-de-France (20.263 morts) est de loin la plus touchée, devant la région Auvergne-Rhône-Alpes (11.543) et le Grand Est (10.118).  A noter la répartition suivante dans les Outre-mer : la Martinique déplore 98 décès, la Guyane 118, Mayotte 130, la Réunion 217 et la Guadeloupe 293.  Ce dimanche 6 juin, 137 personnes sont rentrées chez elles guéries du coronavirus, ou du moins considérées hors de danger, après avoir été prises en charge à l'hôpital. Au total, 374.416 personnes traitées pour le Covid-19 ont quitté l'hôpital depuis le début de l'épidémie.	399	PANDÉMIE	https://www.cnews.fr/france/2021-05-16/nombre-de-personnes-en-reanimation-nombre-de-deces-lhopital-regions-touchees-le
france	CORONAVIRUS EN FRANCE : LE BILAN DE CE DIMANCHE 6 JUIN	11	Alors que la France fait face à une troisième vague, le point sur le Covid-19 avec les chiffres de Santé Publique France et du ministère de la Santé. Ce dimanche 6 juin, 5.070 nouveaux cas de Covid-19 ont été recensés en 24 heures, selon les chiffres de Santé publique France, soit un total de 5.712.753 cas confirmés depuis le début de l’épidémie. Le taux de positivité des tests s’établit à 2,6%. A ce jour, 14.525 malades du Covid-19 étaient hospitalisés en France. Les services de réanimation comptabilisaient quant à eux 2.527 patients. 25 personnes ont succombé au Covid-19 dans les hôpitaux ces dernières 24 heures. Le bilan total fait état de 110.027 morts depuis le début de l'épidémie, dont 83.601 à l'hôpital. Depuis le début de la campagne de vaccination, 27.838.330 personnes ont reçu une première injection de vaccin anti-Covid. Et 13.065.082 Français ont un cycle terminal vacciné.	148	ÉPIDÉMIE	https://www.cnews.fr/france/2021-06-06/coronavirus-en-france-le-bilan-de-ce-dimanche-6-juin-1089842
france	HAÏM KORSIA RÉÉLU GRAND RABBIN DE FRANCE	7	Haïm Korsia a été réélu grand rabbin de France, ce dimanche 6 juin, à Paris, selon des résultats communiqués par la commission électorale du Consistoire central de la religion juive. Il est ainsi reconduit pour sept ans. A l'issue du vote, qui a réuni 254 grands électeurs, il a recueilli 74,4 % des suffrages, devant Mikaël Jorno, 47 ans, rabbin d'une synagogue du XVe arrondissement de Paris, et Laurent Berros, 54 ans, rabbin de Sarcelles. «Nous devons être unis» et «je travaillerai avec tout le monde», a réagi Haïm Korsia, qui avait été élu pour un premier mandat en 2014. A 57 ans, cet homme, très attaché au dialogue de la communauté juive avec les institutions républicaines et les autres religions, est reconduit dans ce qui est la plus haute autorité religieuse juive de France.   La communauté juive française est la plus importante d'Europe, avec environ 500 000 personnes.	151	RELIGION	https://www.cnews.fr/france/2021-06-06/haim-korsia-reelu-grand-rabbin-de-france-1089833
france	MEUDON : DES CENTAINES DE PERSONNES MOBILISÉES POUR SIMULER UNE CATASTROPHE FERROVIAIRE	12	"Entre 22h et 5h du matin, dans la nuit du 6 au 7 juin, la ville de Meudon sera le théâtre d'une catastrophe ferroviaire... fictive. Un exercice de sécurité civile est prévu dans le tunnel situé au niveau de la gare de Meudon-Val Fleury, sur la ligne C du RER. Il doit permettre à la SNCF de «tester ses procédures internes et d'entraîner les équipes intervenant sur cet ouvrage», précise la préfecture des Hauts-de-Seine. Chaque année, une dizaine de ces exercices est organisée sur l'ensemble du département afin de tester et d'améliorer les procédures d'intervention en cas d'événement grave. #ExerciceSNCFMeudon La préfecture organise un exercice de sécurité civile à @VilledeMeudon cette nuit entre 22h et 5h du matin

Important déploiement police et secours à #Meudon et alentours pendant tout l'exercice : aucune inquiétude!

infos: https://t.co/9EAKauBk8z pic.twitter.com/5ZLPAbIrKk — Préfet des Hauts-de-Seine (@Prefet92) June 6, 2021 En l'occurrence, l'objectif principal est de «mettre en oeuvre la nouvelle déclinaison du dispositif ORSEC-Nombreuses victimes (Novi)», un plan d'urgence destiné à définir l'organisation permettant de faire face à une catastrophe impliquant un nombre important de personnes au même endroit. Aussi, la préfecture prévient les habitants afin qu'ils ne s'inquiètent pas face au large déploiement de police et secours prévu. La SNCF, la mairie, le Samu, les pompiers et les policiers seront tous mobilisés, et 90 figurants seront chargés d'incarner les victimes. Au total, plus de 430 personnes seront sur place et une cellule de crise sera mise en place à Nanterre, dans les locaux de la préfecture, afin de «tester la coordination entre les services». Des drones survoleront sans doute la zone et il sera impossible d'accéder au parking public municipal. Au cours de la nuit, les riverains sont susceptibles d'entendre du bruit et d'apercevoir de la fumée sortant du tunnel du RER. Si c'est le cas, pas d'inquiétude : pour être efficace, l'exercice se doit d'être le plus réaliste possible."	314	EXERCICE	https://www.cnews.fr/france/2021-06-06/meudon-des-centaines-de-personnes-mobilisees-pour-simuler-une-catastrophe
france	IL PAYAIT POUR VOIR DES ENFANTS SE FAIRE VIOLER EN DIRECT SUR INTERNET	13	Un Français d’une cinquantaine d’années a été condamné il y a quelques jours à Paris à six ans de prison ferme pour complicité d’agression sexuelle sur mineurs de moins de 15 ans. Il commandait sur le net des séances de viols d’enfants, qu’il regardait en direct. L’homme était un «collectionneur» compulsif d'images. Il a été d'ailleurs interpellé à deux reprises, en 2001 et 2016, pour détention et diffusion d'images pédopornographiques (8 millions d'images et 4 millions de vidéos). C'est en examinant ces vidéos que les enquêteurs ont identifié un «live streaming» de viol à distance, qui a conduit à son interpellation en 2019. Cette pratique de «live streaming» explose depuis la pandémie de coronavirus, a expliqué à l'AFP Véronique Béchu, cheffe du groupe central des mineurs victimes (qui dépend de la direction centrale de la police judiciaire). Avec la fermeture des frontières, les pédocriminels n'ont en effet plus la possibilité de faire du tourisme sexuel. Ces viols de mineurs retransmis en direct sont apparus il y a une dizaine d'années aux Philippines, premier pays producteur de ces séances. Depuis le phénomène s’est étendu en Roumanie, en Afrique ou en Amérique du Sud, essentiellement des pays pauvres. Une «séance» de 40 à 45 minutes coûte 15 euros, une séance de torture 50 euros. «Avec 50 euros aux Philippines une famille peut vivre un mois», a expliqué Véronique Béchu. Pour le pédocriminel, il suffit de commander et d'acheter en ligne la séance, qu'il suivra en direct sur le net. Il détermine le scénario et peut demander en direct ce qu'il désire. La tâche est très difficile pour les enquêteurs de retrouver ces personnes, car elles passent par le darknet. Véronique Béchu explique qu'il n'y a «pas de profil type» de ces adeptes. «Cela va de 20 à 85 ans, mais ils sont de plus en plus jeunes. A 99%, ce sont des hommes et quand il y a des femmes, ce sont des couples. Il y a toutes sortes de professions : libérale, fonctionnaire... Souvent, des professions en lien avec des enfants». Actuellement, le groupe central des mineurs victimes travaille sur une vingtaine de procédures en cours et soupçonne «300 français résidant en France» et qui s'adonneraient à cette pratique. Pour réprimer le délit de «sextorsion», la loi du 21 avril dernier punit de sept ans de prison et 100.000 euros d'amende le fait pour un adulte d’inciter un mineur à se livrer à des pratiques sexuelles sur Internet.	407	FAITS DIVERS	https://www.cnews.fr/france/2021-06-06/il-payait-pour-voir-des-enfants-se-faire-violer-en-direct-sur-internet-1089800
france	RHÔNE : UN ENFANT DE 11 ANS MEURT D’UNE OVERDOSE DANS UN SQUAT	13	Un enfant de 11 ans est mort samedi après avoir ingéré de la drogue dans un squat à Villeurbanne (Rhône). Les parents ont été placés en garde à vue. Le drame s’est déroulé dans le quartier de la Feyssine, a rapporté Le Progrès. Malgré une prise en charge par les secours, l’enfant est décédé d’une overdose à l’hôpital vers 10h30. La veille, le garçon avait avalé des stupéfiants dans un squat qui abrite des ressortissants de pays de l’Est de l’Europe. Il avait été transporté dans un état critique à l’hôpital. Une enquête pour «trafic de stupéfiants et administration de substances nuisible ayant entraîné la mort sans intention de la donner» a été ouverte et confiée aux agents de la sûreté départementale, a déclaré le parquet de Lyon au média régional.	131	FAIT DIVERS	https://www.cnews.fr/france/2021-06-06/rhone-un-enfant-de-11-ans-meurt-dune-overdose-dans-un-squat-1089776
france	LOIRE-ATLANTIQUE : UN POLICIER EN CONGÉ SAUVE UNE FILLETTE DE LA NOYADE	12	Sa réactivité a permis d’éviter un drame. Un policier qui n'était pas en service a sauvé une fillette de 5 ans de la noyade, samedi sur la plage de Saint-Brevin-l’Océan (Loire-Atlantique). L’enfant, qui était venue profiter du bord de mer avec sa famille, s’est soudainement trouvé en difficulté. La voyant disparaître sous les flots, l’homme, qui profitait d’un moment de repos sur la plage, s’est immédiatement jeté à l’eau. Le policier a réussi à la ramener sur la plage et lui a porté les premiers soins, notamment en lui insufflant de l’air jusqu’à l’arrivée des sapeurs-pompiers et en pratiquant un massage cardiaque, rapporte Ouest-France. L’état de santé de la petite fille a pu être stabilisé sur place. Elle a ensuite été héliportée vers un hôpital de Nantes, consciente.	128	FAITS DIVERS	https://www.cnews.fr/france/2021-06-06/loire-atlantique-un-policier-en-conge-sauve-une-fillette-de-la-noyade-1089767
france	TÉLÉTRAVAIL : VERS UN NOMBRE DE JOURS MINIMAL À DISTANCE ?	11	"Dans le cadre de la stratégie de déconfinement, la troisième étape qui inclut l’allègement des règles du télétravail sera mise en place à partir du 9 juin. À cette occasion, le protocole sanitaire en entreprise a été dévoilé mercredi 2 juin, avec le nombre des jours de télétravail. Depuis que le télétravail à 100% avait été imposé l’année dernière dans le cadre des activités qui le permettaient, les avis des travailleurs divergeaient. Tandis que certaines entreprises ont noté une nette amélioration dans la qualité et le rendu de leurs équipes, du côté de certains employés, la conséquence du travail à domicile a joué sur leur santé mentale. En janvier dernier, il était donc possible de retourner sur son lieu de travail dans la limite d’un jour par semaine, pour les salariés qui supportaient mal l’isolement. Pour le 9 juin, le télétravail s’assouplira donc encore mais ne sera pas pour autant abandonné. La ministre du Travail, Elisabeth Borne, a annoncé ce mercredi «qu’il reviendra aux entreprises de fixer un nombre minimal de jours de télétravail par semaine, dans le cadre du dialogue social». Le 9 juin, le protocole sanitaire en entreprise évolue.

Il reviendra aux entreprises de fixer un nombre minimal de jours de télétravail par semaine, dans le cadre du dialogue social.


Retrouvez toutes les règles qui s'appliqueront dès mercredi prochain https://t.co/ssd1UeQhLg pic.twitter.com/U4SRI1rNem — Elisabeth BORNE (@Elisabeth_Borne) June 2, 2021 En effet, les employeurs et les télétravailleurs auront donc le choix de déterminer ensemble le nombre de jours effectués sur leurs sites d’activités. En préservant des jours de travail à domicile, le gouvernement espère ainsi continuer à lutter activement contre la propagation du covid-19. En effet, le coronavirus n’est pas encore derrière nous. Et bien que le bilan de ces dernières semaines soit plutôt positif, le gouvernement souhaite éviter un relâchement comme à l’été 2020. Gabriel Attal, le porte-parole du gouvernement, a d’ailleurs déclaré «que continuer à avancer progressivement avec pragmatisme c’est la solution pour un retour durable à la vie normale». Dans cette optique, le gouvernement affirme ainsi que les règles sanitaires sur les lieux de travail ne changent pas. Bien évidemment, les mesures d’hygiène et les distanciations physiques sont maintenues. Il insiste également sur le port du masque qui reste obligatoire sauf pour les personnes travaillant seules dans un bureau. Toutefois une modification a été apportée : il s’agit de la restauration collective. En effet, jusqu’à présent il fallait manger seul à sa table, tandis qu’à compter du 9 juin, il sera possible de se réunir à 6 par table avec une jauge de 50%."	425	CORONAVIRUS	https://www.cnews.fr/france/2021-06-06/teletravail-vers-un-nombre-de-jours-minimal-distance-1089734
france	GRENOBLE : UNE FEMME ÉCHAPPE À LA MORT EN REVERSANT LE SCOOTER DES HOMMES QUI LUI TIRAIENT DESSUS	18	Prise pour cible par deux individus à scooter dans une rue de Grenoble, une automobiliste a eu la vie sauve en renversant le deux-roues, faisant s’enfuir ses agresseurs. Alors qu’elle circulait normalement au volant de sa voiture dans le quartier de Teisseire, vendredi vers 23h, la conductrice a vu un puissant scooter se porter à son niveau. Deux hommes étaient dessus, décrit le Dauphiné Libéré. L’un a alors soudainement sorti une arme à feu et braqué la femme. Par réflexe, elle a tourné le volant, percutant le véhicule des deux individus. Ceux-ci se sont alors retrouvés au sol, avant de se relever et de prendre immédiatement la fuite, laissant leur scooter sur place. Des policiers en patrouille sont rapidement arrivés sur les lieux et ont découvert un impact de balle sur la carrosserie de la voiture, dévoile France Bleu. Les enquêteurs ont ensuite pris le relais et ont remorqué les deux véhicules afin d’obtenir des indices permettant de remonter la trace des deux hommes. A ce stade, ils ne privilégieraient pas la piste d’une tentative de vol de voiture, mais bien celle d’un meurtre manqué. Ils doivent désormais en trouver la raison. La victime serait inconnue des services de police.	200	FAITS DIVERS	https://www.cnews.fr/france/2021-06-06/grenoble-une-femme-echappe-la-mort-en-reversant-le-scooter-des-hommes-qui-lui
france	VANDALISME LORS DU DÉFILÉ DES FÉMINISTES, SAMEDI À NICE	9	De nombreuses dégradations ont été commises sur du mobilier urbain samedi lors du défilé féministe qui a rassemblé 2.000 personnes, selon la police, dans les rues de Nice. La ville va porter plainte. Tags hostiles à la police et pro-immigration, vol d’un drapeau tricolore … Plusieurs actes de vandalisme ont été perpétrés par des manifestants hier en marge du défilé organisé dans les rues de la capitale azuréenne. Une manifestation pour «une Europe sans muraille» et visant à dénoncer les violences exercées contre les migrantes dans leurs pays d’origine. Lors du passage des manifestants sur la Promenade des Anglais, des individus ont arraché un drapeau français placé en haut d’un mas, devant Opéra plage. Ce qui n’a pas manqué de révolter son gérant Nicolas Maiffret. «Le destin de ce drapeau est assez lié à celui de la république, sacrifié sur l’autel du progressisme et de la mondialisation», a-t-il notamment réagi. En outre, de nombreuses inscriptions anti-police et pro-immigration ont été taguées sur la structure emblématique : «I Love Nice», située face à la mer.  Dix-sept personnes ont été interpellées par les forces de l'ordre, pour des affrontements lors de cette manifestation, dont  les trois auteurs des tags. La ville de Nice va porter plainte. 	207	ENQUÊTE	https://www.cnews.fr/france/2021-06-06/vandalisme-lors-du-defile-des-feministes-samedi-nice-1089695
france	VACCINATION : LES 12-18 ANS PEUVENT DÉJÀ OBTENIR UNE DOSE DANS LA DRÔME	13	A Saint-Jean-en-Royans, dans la Drôme, un centre de vaccination contre le Covid-19 accueille les 12-18 ans, plus de 10 jours avant la date officielle. Mercredi dernier, Emmanuel Macron a en effet annoncé que les mineurs de plus de 12 ans pourraient avoir accès au vaccin dès le 15 juin prochain. La France rejoindra ainsi des pays commes les Etats-Unis, le Canada, ou encore l'Italie. Mais à Saint-Jean-en-Royan, «il y avait plus de doses que de demandes. D’où l’idée d’anticiper sur la date officielle», explique la municipalité sur sa page Facebook. Résultat : les 12-15 ans peuvent venir se faire vacciner accompagnés d'un de leurs parents, et les 16-17 ans avec l'adulte de leur choix. Le tout sans rendez-vous.  Jeudi, dans la foulée de l'annonce du président de la République, la Haute Autorité de Santé (HAS) avait assuré qu'il existe bien «un bénéfice individuel direct et indirect» ainsi qu'«un bénéfice collectif de la vaccination des adolescents contre le Covid». Au-delà de leur propre santé, la vaccination des jeunes entraînera en effet une limitation de la circulation du virus. La HAS préconisait toutefois de l'ouvrir progressivement, garantissant dans un premier temps les injections aux adolescents fragiles, avant de l'élargir une fois que celle des adultes serait «suffisamment avancée».	207	COVID-19	https://www.cnews.fr/france/2021-06-06/vaccination-les-12-18-ans-peuvent-deja-obtenir-une-dose-dans-la-drome-1089662
france	UN TRACT DU RN DÉNONCE LA DÉLINQUANCE DES MINEURS ISOLÉS ÉTRANGERS, DES AVOCATS S'INSURGENT	14	"Après la diffusion par le Rassemblement national d’un tract dénonçant les mineurs isolés étrangers comme «responsables de l’explosion de l’insécurité» dans le pays, une centaine d'avocats ont signalé ce fait à la justice. «Plutôt que de financer les mineurs isolés étrangers, (...) nous investirons davantage dans l'éducation de nos enfants, le bien-être de nos aînés et l'insertion des personnes en situation de handicap», est-il notamment écrit sur le document. Le saviez-vous ? D'après un tract du #RN distribué à #Bonneval (Eure-et-Loir), les migrants sont ""responsables de l'explosion de l'insécurité"". Ces propos nous paraissent qualifiables d'""injure"" La #Licra se saisit juridiquement du dossier. #TousUnisContreLaHaine pic.twitter.com/JHHsZh662R — Licra (@_LICRA_) May 31, 2021 De quoi faire réagir ces avocats, donc, qui ont demandé à plusieurs parquets d’Ile-de-France d'agir contre ce qu’ils estiment être une «provocation à la discrimination, à la haine à l'égard de ces mineurs à raison de leur origine», a expliqué à l'AFP Emmanuel Daoud, co-rédacteur du signalement. Selon lui, le prospectus «stigmatise les mineurs isolés comme des délinquants qui coûteraient cher aux collectivités départementales au détriment des Français». «Les procureurs doivent agir», a-t-il affirmé, jugeant qu'il «n'est pas possible que le discours de haine soit banalisé dans l'espace public». Les parquets saisis peuvent désormais décider d'ouvrir une enquête ou pas. Contacté par l'AFP, le parquet de Créteil a indiqué être en train d'étudier le signalement. Ceux de Nanterre et de Versailles n’avaient pas encore pu confirmer sa réception, au début du week-end. Selon un rapport parlementaire présenté au mois de mars, entre 2.000 et 3.000 mineurs isolés étrangers sont recensés en France par le ministère de la Justice. Parmi eux, 10% ont déjà commis des actes de délinquance, un chiffre en hausse «tant dans leur fréquence que dans leur violence», avait établi le document."	294	POLITIQUE	https://www.cnews.fr/france/2021-06-06/un-tract-du-rn-denonce-la-delinquance-des-mineurs-isoles-etrangers-des-avocats
